#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-9-5p	6.00	hsa-mir-9-3	6.00	6.00	195.80
hsa-miR-920	0.00	hsa-mir-920	0.00	0	0
hsa-miR-921	0.00	hsa-mir-921	0.00	0	0
hsa-miR-922	0.00	hsa-mir-922	0.00	0	0
hsa-miR-924	0.00	hsa-mir-924	0.00	0	0
hsa-miR-92a-1-5p	0.00	hsa-mir-92a-1	0.00	0	0
hsa-miR-92a-3p	36.00	hsa-mir-92a-1	36.00	36.00	1174.82
hsa-miR-92a-2-5p	0.00	hsa-mir-92a-2	0.00	0	0
hsa-miR-92a-3p	34.00	hsa-mir-92a-2	34.00	34.00	1109.55
hsa-miR-92b-5p	0.00	hsa-mir-92b	0.00	0	0
hsa-miR-92b-3p	1.00	hsa-mir-92b	1.00	1.00	32.63
hsa-miR-93-5p	12.00	hsa-mir-93	12.00	12.00	391.61
hsa-miR-93-3p	0.00	hsa-mir-93	0.00	0	0
hsa-miR-933	0.00	hsa-mir-933	0.00	0	0
hsa-miR-934	0.00	hsa-mir-934	0.00	0	0
hsa-miR-935	0.00	hsa-mir-935	0.00	0	0
hsa-miR-936	0.00	hsa-mir-936	0.00	0	0
hsa-miR-937-3p	0.00	hsa-mir-937	0.00	0	0
hsa-miR-937-5p	0.00	hsa-mir-937	0.00	0	0
hsa-miR-938	0.00	hsa-mir-938	0.00	0	0
hsa-miR-939-3p	0.00	hsa-mir-939	0.00	0	0
hsa-miR-939-5p	0.00	hsa-mir-939	0.00	0	0
hsa-miR-940	0.00	hsa-mir-940	0.00	0	0
hsa-miR-941	2.00	hsa-mir-941-1	2.00	2.00	65.27
hsa-miR-941	2.00	hsa-mir-941-2	2.00	2.00	65.27
hsa-miR-941	2.00	hsa-mir-941-3	2.00	2.00	65.27
hsa-miR-941	2.00	hsa-mir-941-4	2.00	2.00	65.27
hsa-miR-941	2.00	hsa-mir-941-5	2.00	2.00	65.27
hsa-miR-942-3p	0.00	hsa-mir-942	0.00	0	0
hsa-miR-942-5p	0.00	hsa-mir-942	0.00	0	0
hsa-miR-943	0.00	hsa-mir-943	0.00	0	0
hsa-miR-944	0.00	hsa-mir-944	0.00	0	0
hsa-miR-95-5p	0.00	hsa-mir-95	0.00	0	0
hsa-miR-95-3p	2.00	hsa-mir-95	2.00	2.00	65.27
hsa-miR-9500	0.00	hsa-mir-9500	0.00	0	0
hsa-miR-96-5p	4.00	hsa-mir-96	4.00	4.00	130.54
hsa-miR-96-3p	0.00	hsa-mir-96	0.00	0	0
hsa-miR-9718	0.00	hsa-mir-9718	0.00	0	0
hsa-miR-98-3p	1.00	hsa-mir-98	1.00	1.00	32.63
hsa-miR-98-5p	22.00	hsa-mir-98	22.00	22.00	717.95
hsa-miR-9851-3p	0.00	hsa-mir-9851	0.00	0	0
hsa-miR-9851-5p	0.00	hsa-mir-9851	0.00	0	0
hsa-miR-9898	0.00	hsa-mir-9898	0.00	0	0
hsa-miR-9899	0.00	hsa-mir-9899	0.00	0	0
hsa-miR-9900	0.00	hsa-mir-9900	0.00	0	0
hsa-miR-9901	0.00	hsa-mir-9901	0.00	0	0
hsa-miR-9902	0.00	hsa-mir-9902-1	0.00	0	0
hsa-miR-9902	0.00	hsa-mir-9902-2	0.00	0	0
hsa-miR-9903	0.00	hsa-mir-9903	0.00	0	0
hsa-miR-9983-3p	0.00	hsa-mir-9983	0.00	0	0
hsa-miR-9985	0.00	hsa-mir-9985	0.00	0	0
hsa-miR-9986	0.00	hsa-mir-9986	0.00	0	0
hsa-miR-99a-3p	0.00	hsa-mir-99a	0.00	0	0
hsa-miR-99a-5p	125.00	hsa-mir-99a	125.00	125.00	4079.24
hsa-miR-99b-5p	33.00	hsa-mir-99b	33.00	33.00	1076.92
hsa-miR-99b-3p	0.00	hsa-mir-99b	0.00	0	0
